fee_id,am,am_f,am_m,bc,bc_n,bc_g,na,na_f,na_m,jc,jc_g,jc_m,jc_o,jc_s,kw,kw_j,kw_m,kw_u,ma,ma_n,ma_f,ma_g,ma_m,ma_i,ma_p,ma_s,ow,sa,un,un_n,un_m,up,ur,vs,vs_n,vs_f,vs_g,vs_m,vs_p,vs_s,card_code
301,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4016
302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,9000,-1,15000,-1,-1,-1,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4053
303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,9000,-1,15000,-1,-1,-1,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4054
304,10000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,4056
305,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4057
306,-1,-1,-1,-1,-1,-1,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4058
307,-1,-1,-1,-1,-1,-1,25000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,-1,-1,-1,-1,-1,-1,4059
308,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4060
309,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4061
310,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4062
311,-1,-1,-1,-1,-1,-1,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,4063
312,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,4064
313,10000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,4065
314,10000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,4066
315,10000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,4068
316,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,4069
317,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,4070
318,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,4071
319,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,4072
320,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,4073
321,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,4074
322,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,4075
323,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,4076
324,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,-1,-1,4077
325,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90000,-1,-1,-1,-1,-1,-1,4078
326,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,4079
327,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,4080
328,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000,-1,-1,-1,-1,-1,-1,4081
329,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4082
330,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4083
331,-1,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,4084
332,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,4085
333,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4087
334,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4088
335,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,4089
336,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4091
337,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,4092
338,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4093
339,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4095
340,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4096
341,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4097
342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8000,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4098
343,-1,-1,-1,-1,-1,-1,97000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100000,-1,-1,-1,-1,-1,-1,4099
344,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4100
345,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4101
346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145000,-1,-1,-1,-1,150000,-1,-1,-1,-1,-1,-1,4102
347,45000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4103
348,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210000,-1,-1,-1,-1,-1,-1,4104
349,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210000,-1,-1,-1,-1,-1,-1,4105
350,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,4106
351,-1,-1,-1,-1,-1,-1,20000,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,15000,-1,-1,4107
352,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,4108
353,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,4109
354,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,4110
355,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,4111
356,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,4112
357,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,4113
358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,4114
359,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,4115
360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35000,-1,-1,-1,-1,-1,4116
361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35000,-1,-1,-1,-1,-1,4117
362,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000,-1,-1,4118
363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100000,-1,-1,-1,-1,-1,4119
364,10000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4121
365,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4137
366,-1,-1,-1,-1,-1,-1,35000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4141
367,18000,-1,-1,-1,-1,-1,18000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18000,-1,-1,-1,-1,-1,-1,4142
368,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4144
369,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4145
370,-1,-1,-1,-1,-1,-1,12000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4146
371,-1,-1,-1,-1,-1,-1,12000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4147
372,-1,-1,-1,-1,-1,-1,12000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4148
373,-1,-1,-1,-1,-1,-1,12000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4149
374,-1,-1,-1,-1,-1,-1,3000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4158
375,-1,-1,-1,-1,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4174
376,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4176
377,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,14000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4185
378,-1,-1,-1,-1,-1,-1,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4186
379,-1,-1,-1,-1,-1,-1,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13000,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,4187
380,-1,-1,-1,-1,-1,-1,13000,-1,-1,13000,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4188
381,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14000,-1,-1,-1,-1,-1,-1,4189
382,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4190
383,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4191
384,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4192
385,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4193
386,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4195
387,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,4196
388,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4197
389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,9000,-1,15000,-1,-1,-1,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6001
390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,9000,-1,15000,-1,-1,-1,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6002
391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,9000,-1,15000,-1,-1,-1,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6003
392,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6011
393,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6012
394,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6013
395,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6014
396,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6015
397,-1,-1,-1,-1,-1,-1,30000,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,24000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6016
398,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32000,-1,-1,-1,-1,-1,-1,-1,-1,-1,31000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6021
399,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32000,-1,-1,-1,-1,-1,-1,-1,-1,-1,31000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6022
400,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32000,-1,-1,-1,-1,-1,-1,-1,-1,-1,31000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6023
